Id,SalePrice
1461,115121.84227002715
1462,172683.12215662724
1463,165830.73490109085
1464,192408.57513471553
1465,204459.5837172307
1466,167741.78501775
1467,178146.0050677855
1468,157217.59846761788
1469,195984.3698878812
1470,107687.07333534514
1471,213202.93193504238
1472,113046.53127034334
1473,99878.7395067768
1474,163592.2241037388
1475,117970.22824724414
1476,336518.3281350363
1477,243644.18380173866
1478,300327.4287458715
1479,284130.66285468347
1480,419910.38276890246
1481,294475.0985643511
1482,219619.7785492926
1483,182940.55538933887
1484,181830.52286926238
1485,203910.07890659594
1486,209347.47785806772
1487,297091.46201804234
1488,252889.52272854524
1489,180202.5920724274
1490,237466.7931062656
1491,210395.7754922742
1492,97461.296989884
1493,191219.0513361767
1494,295635.8159732367
1495,284279.0692140958
1496,237325.37324795034
1497,181147.7442346554
1498,168257.20494336775
1499,171925.35913416522
1500,167013.03822487372
1501,209859.11483934103
1502,159613.36932875565
1503,290662.1013422684
1504,240297.38500332867
1505,224507.41323166701
1506,190431.4544664314
1507,246604.1939692176
1508,191527.47893647698
1509,151745.1994821668
1510,136993.50693032437
1511,149979.96176591679
1512,192400.66655189637
1513,153764.5297792186
1514,159040.43590730033
1515,221091.4769181736
1516,167994.6852850567
1517,175082.92538720742
1518,123944.05823644949
1519,239378.34451528592
1520,117504.8193830942
1521,115889.88147342473
1522,194651.36566520284
1523,84509.06772233034
1524,98264.44347849651
1525,101140.1887299954
1526,106589.7370822758
1527,93219.92392930773
1528,139293.29654422286
1529,135577.43166108825
1530,217126.44971021404
1531,149851.37028880895
1532,121407.94553968916
1533,165723.42401533923
1534,105547.81098409928
1535,152368.564230297
1536,102094.37314544129
1537,45463.79198033293
1538,187092.4351543479
1539,224676.05435062153
1540,122219.31599501194
1541,141439.02489033947
1542,129009.7134206777
1543,199465.35695670568
1544,84458.53922467004
1545,114966.0436444853
1546,138163.91900080675
1547,152296.24158083182
1548,135331.35400575085
1549,128222.09518785798
1550,132000.17509059655
1551,124898.6890081265
1552,150090.93507401983
1553,181290.8546467882
1554,117750.64604507503
1555,170246.3849272586
1556,64940.99153383938
1557,115706.96293044183
1558,87868.92406903917
1559,84983.25257702428
1560,144060.09760006936
1561,118210.79089709604
1562,117680.14493833412
1563,104627.53860717802
1564,158606.94378704648
1565,131077.6668944375
1566,232466.26237908995
1567,63767.58903625258
1568,223551.53965023672
1569,97156.16219127667
1570,143855.62676345056
1571,109045.6864901483
1572,128654.22169769555
1573,238239.9656368998
1574,113990.64284406905
1575,244832.1336529227
1576,269586.18654480786
1577,191021.21537957247
1578,123681.13076827
1579,148083.9462093464
1580,187921.75783441518
1581,149540.91113991453
1582,114829.81577132735
1583,306097.1915851291
1584,235934.68816353637
1585,167030.05754413805
1586,44051.99547508592
1587,88004.79284711462
1588,144514.6097782699
1589,105751.53069312847
1590,127529.72452187946
1591,83417.08984412206
1592,105697.4387002741
1593,131109.1823999777
1594,130513.23079240986
1595,125663.81791365356
1596,222396.16028037062
1597,165150.31166345533
1598,200011.60846837843
1599,207808.97857689136
1600,195571.4692324862
1601,28976.550834034104
1602,108700.78245452105
1603,68599.51721371734
1604,266729.63508478226
1605,262250.8349424165
1606,182408.46740792633
1607,161414.75668953895
1608,223260.02378671116
1609,189148.8488711625
1610,140658.05091306637
1611,145975.08925773716
1612,173696.7102936483
1613,161645.6015755327
1614,135622.25119553157
1615,98061.0081769916
1616,73034.84520261339
1617,78239.42942010355
1618,95983.51028960664
1619,157069.63573446916
1620,159731.27153133112
1621,131980.55482828664
1622,124140.06121296785
1623,249251.87671287463
1624,216292.65784536977
1625,109649.42924951925
1626,181695.48999277048
1627,184982.44696834008
1628,277138.45096476073
1629,179221.6557376805
1630,326909.73539303895
1631,198949.49494847446
1632,241333.6114526221
1633,185150.49017982918
1634,190188.6060904574
1635,178564.12360569183
1636,161338.62537873164
1637,195352.3272033307
1638,217544.43954556156
1639,186239.22410256672
1640,261744.77548467275
1641,181204.9538796061
1642,239288.82900980173
1643,223014.31662425993
1644,231352.11254354008
1645,225857.03871991765
1646,166634.7713977754
1647,154088.91672890587
1648,120672.43901371234
1649,135736.5884103526
1650,110298.37163002731
1651,101347.5120604583
1652,114915.64018209465
1653,119332.14176178654
1654,160069.6410280834
1655,150352.81518980174
1656,150638.64353356406
1657,161458.48813863844
1658,166263.82145844342
1659,122664.72384728701
1660,150117.4763336042
1661,395312.88487826125
1662,333356.4077123882
1663,347140.75004060904
1664,429213.5028048601
1665,310949.5451325835
1666,301653.1974123358
1667,324778.1254792216
1668,329890.58262689074
1669,286958.7450602226
1670,332170.30134890263
1671,263439.1232609876
1672,389414.70335266076
1673,284985.12073962006
1674,252742.21295540198
1675,208275.0914871574
1676,208862.10274176463
1677,228325.66820497625
1678,412426.4048534811
1679,342010.0745249558
1680,312821.4790426913
1681,278667.6656032072
1682,296418.72270148376
1683,208092.4931024653
1684,194882.59328853455
1685,185013.01513470034
1686,188857.1073075335
1687,187817.59287362697
1688,210896.04814382293
1689,209409.65216170065
1690,211979.62309491145
1691,199906.4467883954
1692,265492.3883754872
1693,187743.22679904988
1694,174102.58574109362
1695,167493.73838616756
1696,278053.59724797297
1697,165738.46699076146
1698,324166.758222949
1699,304008.22766637837
1700,254116.80902630358
1701,271414.52728940605
1702,254409.139069804
1703,257553.8027843798
1704,276498.9104659178
1705,242965.22845006653
1706,386078.95000438753
1707,203601.86252194433
1708,203180.80594620318
1709,262942.0381323522
1710,224638.37941710243
1711,266313.6390175214
1712,249012.00525261916
1713,274215.8606194821
1714,222369.12269442528
1715,204768.33027455
1716,188541.06404515228
1717,181005.5917854855
1718,141960.84524978988
1719,214002.52267889725
1720,249976.16510196344
1721,184384.7133545156
1722,135279.44231985067
1723,158643.53797698417
1724,219167.2526389726
1725,237936.51211732568
1726,188990.87847880996
1727,173734.35452699743
1728,201224.12850837666
1729,157058.3260698259
1730,152014.2341861846
1731,115518.896716233
1732,114450.43787661195
1733,98766.37854400068
1734,100867.64249646303
1735,138399.37582021602
1736,103074.7449523015
1737,319297.8730063054
1738,247589.20754892065
1739,280763.6602711666
1740,209542.2638918662
1741,201230.40266664885
1742,191304.34005038394
1743,198386.6930416841
1744,305603.0809493993
1745,228688.40491679544
1746,218178.358365505
1747,219838.67880822602
1748,226389.0777929728
1749,161237.70296485303
1750,135391.01649144315
1751,253719.3236510515
1752,100966.75036071392
1753,148016.18893879303
1754,213580.45438218792
1755,172811.91232446174
1756,130432.72972843214
1757,101692.37843817729
1758,152095.93500253977
1759,171207.48702617246
1760,173628.1893579811
1761,158606.53609794704
1762,161195.61965153157
1763,189579.17549795122
1764,101379.46038263128
1765,201316.29604239855
1766,198043.0755822903
1767,232119.34099037363
1768,152480.43092892703
1769,171704.26790852728
1770,162369.82882691687
1771,111388.84027286491
1772,137738.01036258275
1773,111828.19313689612
1774,154824.79287503986
1775,135246.7002402146
1776,130032.55662921781
1777,83633.83729120716
1778,148385.2628069506
1779,118998.84561664076
1780,180814.39248089585
1781,116546.24312335718
1782,44584.2447243717
1783,141864.8427122389
1784,95071.03676910745
1785,133397.00073160755
1786,138472.6424529847
1787,180485.4172039054
1788,33135.34109395719
1789,115323.82857589843
1790,38927.54826772306
1791,204801.53349619312
1792,161841.1700666718
1793,136591.59523853706
1794,179424.86480185366
1795,125354.74696740729
1796,129476.9880117668
1797,142091.61977298209
1798,102816.37746873987
1799,86904.64174522657
1800,118941.08733381098
1801,97870.04879406001
1802,135518.50238761446
1803,163402.98767391918
1804,152967.1743686851
1805,133712.02184891736
1806,133342.63568979735
1807,157595.12424551835
1808,121640.19437129935
1809,143047.88527485775
1810,151978.48136804253
1811,85670.04151335568
1812,105363.4089356229
1813,108082.10730430018
1814,80153.34776619589
1815,23869.6325669575
1816,98877.70371740335
1817,117461.20319237257
1818,158374.55943946866
1819,137457.27152510663
1820,60555.6733517868
1821,89428.960785534
1822,169862.80474148248
1823,37890.498345734086
1824,137860.61434971658
1825,136026.34900192288
1826,102858.91281927074
1827,89295.63885543984
1828,134290.9211675825
1829,156187.56857576128
1830,157512.21010400774
1831,167103.47588697565
1832,115678.39376486768
1833,159376.40314433258
1834,131174.27582371852
1835,158276.39829355327
1836,119728.34823084646
1837,135796.21190158627
1838,138872.50209663052
1839,59148.60388326575
1840,145010.49473279365
1841,113101.51858112589
1842,70017.64759051823
1843,118511.77728039585
1844,132106.633161883
1845,122994.0125126075
1846,156434.7191053452
1847,173808.20284208702
1848,11591.93357673427
1849,110835.04588172515
1850,107198.0824071645
1851,159398.69267552043
1852,128476.92837720411
1853,144409.80249835085
1854,195038.6519777442
1855,184710.9847956393
1856,230825.71684829134
1857,168046.52436869428
1858,124762.2038573462
1859,109182.39335287875
1860,162714.4597400257
1861,108156.59880367992
1862,267272.40874001535
1863,265371.782155934
1864,265389.7400679899
1865,336929.8892114081
1866,330598.50529665616
1867,235568.80643964326
1868,283184.0422643813
1869,219683.02349722665
1870,238968.46548752743
1871,252637.7028328569
1872,184358.21859329764
1873,227614.48426053347
1874,126470.94670776371
1875,187744.60529926978
1876,192819.06333975797
1877,222033.4273428407
1878,217813.95130878408
1879,105591.71055117913
1880,133523.15500704583
1881,251586.49401784874
1882,247141.86130680842
1883,197091.20522639714
1884,208884.3507551665
1885,250164.66937572532
1886,274482.18360004574
1887,235340.59637398564
1888,281074.69651036256
1889,178734.16638275702
1890,109086.00885864976
1891,145668.14715721272
1892,73793.19927649549
1893,121971.84771588794
1894,121378.57171361614
1895,152715.6595275905
1896,124620.35961492872
1897,123771.43161367613
1898,113773.81409013458
1899,170750.37159950088
1900,143956.62960017985
1901,163800.50827800925
1902,134852.31131689635
1903,205700.40124245477
1904,129432.96055959933
1905,185845.13429550105
1906,138442.92315825936
1907,207574.08450775337
1908,128807.03077339567
1909,160726.6321392916
1910,142835.73753364896
1911,195985.58082311903
1912,299233.97987318505
1913,170030.17447747733
1914,56582.159153684974
1915,287820.59356087924
1916,30500.83937034174
1917,259895.42168435548
1918,141382.95123583474
1919,194184.07203378459
1920,163187.7801359049
1921,356857.80525948363
1922,314506.7812424371
1923,227859.6941443684
1924,235167.46283817128
1925,226222.3602678317
1926,353831.4455064647
1927,135669.9011147587
1928,153177.72291336453
1929,119903.72977441992
1930,128740.30541297793
1931,142183.4287397972
1932,131943.2380326707
1933,173177.89804506244
1934,167557.8802100264
1935,169482.17348597257
1936,174388.27453479997
1937,172240.51846663898
1938,183822.64453383454
1939,255249.83105567144
1940,203131.0270280668
1941,169148.09818005387
1942,190016.45193816617
1943,213811.8588848887
1944,300125.8064964409
1945,341625.54761100106
1946,150962.5154043677
1947,302703.24954272644
1948,175798.49014988332
1949,256488.73330812517
1950,206379.21065489762
1951,272482.3594270543
1952,255508.96980216692
1953,196752.64353438513
1954,208189.90354680014
1955,142426.69021430286
1956,329073.2155940661
1957,157828.82359264884
1958,300473.4284896195
1959,128964.11835319921
1960,95876.34880400263
1961,117520.58224940952
1962,110066.06578583084
1963,128176.70213113073
1964,109767.57086350024
1965,154615.2656783606
1966,146622.72741616843
1967,278321.48775813275
1968,365336.07225445216
1969,348866.6346710421
1970,361093.9867137653
1971,411199.3313726828
1972,346251.9701926054
1973,278306.4804465093
1974,310483.83067823097
1975,400937.09519077395
1976,284807.4753698255
1977,348949.81406944245
1978,316823.89488641475
1979,321665.73692821676
1980,211629.00644242996
1981,343017.5163655145
1982,232495.21196830564
1983,217617.9203748135
1984,196042.95692380285
1985,249818.31917287258
1986,249609.48885384947
1987,191017.00367278466
1988,191656.83041991515
1989,206817.47102662246
1990,226142.3519952019
1991,233147.66297375585
1992,234932.77934875689
1993,187861.6322808382
1994,233919.20992351184
1995,180149.49393400736
1996,283791.5510967312
1997,299796.3735969722
1998,304995.0269580119
1999,277602.7342207057
2000,300929.72580669646
2001,280023.9758481926
2002,259940.16424350324
2003,258922.21289797092
2004,274928.7872507493
2005,232393.13642168953
2006,209168.6631503806
2007,256546.02160363866
2008,212008.85706621106
2009,203007.55214335292
2010,212082.44742679317
2011,151925.18643777445
2012,182255.74958752072
2013,183419.2420136202
2014,200673.2578236747
2015,209617.0517334598
2016,199918.7256101258
2017,209372.11567837803
2018,100461.6496758759
2019,131233.4812510577
2020,112797.68306541257
2021,86573.0216349049
2022,176805.9157930815
2023,138649.8027977422
2024,274301.0052525243
2025,332754.5807304452
2026,186845.47537886002
2027,167062.73870621086
2028,178285.95089532482
2029,164847.82632222364
2030,270172.7384156645
2031,255051.05852541246
2032,259663.76404555968
2033,264885.7272114601
2034,191853.20427430514
2035,207344.0226606971
2036,235249.91715580295
2037,237843.81847321545
2038,317655.5697459461
2039,220086.47886209656
2040,329727.1442052225
2041,319377.1882401862
2042,200641.9611803086
2043,173759.46035514073
2044,185141.079109587
2045,214860.78872315062
